time_s,pos_mm,vel_mms,accel_g,u_cmd_N,servo_deg,sky_on
71.451,16.1,1,0.99,0,90,0
71.501,16.6,8.4,0.629,0,90,0
71.551,16.8,7.2,0.979,0,90,0
71.601,16.7,-1.4,1.153,0,90,0
71.651,15.9,-16.2,1.063,0,90,0
71.701,15.7,3.3,1.259,0,90,0
71.751,15.3,-12.2,1.161,0,90,0
71.801,15.3,-2.9,0.99,0,90,0
71.851,16.5,10.7,0.967,0,90,0
71.901,15.4,-20.9,0.952,0,90,0
71.951,13.7,-21.5,0.94,0,90,0
72.001,13.9,-3.3,0.995,0,90,0
72.051,14.1,-2.8,0.848,0,90,0
72.101,13.2,-6.1,1.023,0,90,0
72.151,13.3,-5.2,0.908,0,90,0
72.201,13.3,-4.4,0.972,0,90,0
72.251,13.4,15.2,0.976,0,90,0
72.301,13.7,5.4,0.979,0,90,0
72.351,14,4.6,0.955,0,90,0
72.401,13,-27.8,0.979,0,90,0
72.451,12.8,-8.6,0.984,0,90,0
72.501,12.7,20.8,0.934,0,90,0
72.551,11.9,-19.9,0.95,0,90,0
72.601,11.4,-16.9,1.008,0,90,0
72.651,12.7,15.6,0.963,0,90,0
72.701,12.2,-9.3,0.988,0,90,0
72.751,11.9,-7.9,0.901,0,90,0
72.801,11,-12.1,0.987,0,90,0
72.851,11.9,12.2,0.963,0,90,0
72.901,11.4,-12.1,0.989,0,90,0
72.951,11.2,-1.2,0.977,0,90,0
73.001,11.2,-1.1,1.176,0,90,0
73.051,11.7,6.7,1.163,0,90,0
73.101,11.9,5.7,1.067,0,90,0
73.151,12.8,19.9,0.975,0,90,0
73.201,12.1,3.9,0.966,0,90,0
73.251,12.9,18.3,0.966,0,90,0
73.301,12,-14.5,0.977,0,90,0
73.351,11.4,-3,0.975,0,90,0
73.401,11.8,5,0.976,0,90,0
73.451,11.1,-18.9,0.972,0,90,0
73.501,11.9,13.9,0.84,0,90,0
73.551,11.7,-3.2,0.916,0,90,0
73.601,14.2,30.7,0.963,0,90,0
73.651,15,26.1,1.059,0,90,0
73.701,16.9,52.2,0.638,0,90,0
73.751,18.2,41.1,1.068,0,90,0
73.801,17.9,12.4,0.962,0,90,0
73.851,17.7,10.6,1.09,0,90,0
73.901,16.6,-6.2,1,0,90,0
73.951,16.2,-5.3,0.96,0,90,0
74.001,15.8,-13.6,0.969,0,90,0
74.051,15.7,-4,1.022,0,90,0
74.101,14.5,-25.9,0.995,0,90,0
74.151,14.9,10.1,1,0,90,0
74.201,16.1,23.6,1.027,0,90,0
74.251,15.5,-9.9,1.008,0,90,0
74.301,15.7,-20.3,0.99,0,90,0
74.351,16.3,12.7,0.99,0,90,0
74.401,14.2,-41.7,0.988,0,90,0
74.451,14.4,4,0.998,0,90,0
74.501,14.8,3.4,0.995,0,90,0
74.551,14.7,4.7,0.981,0,90,0
74.601,15.3,11.5,1.01,0,90,0
74.651,15.3,2.3,1.002,0,90,0
74.701,16.2,6.9,0.993,0,90,0
74.751,17.3,28.4,0.96,0,90,0
74.801,17,1.6,0.976,0,90,0
74.851,16.8,-8.6,0.771,0,90,0
74.901,16.6,0.2,1.037,0,90,0
74.951,16.9,7.7,0.998,0,90,0
75.001,16,-7.2,0.881,0,90,0
75.051,16.2,1.4,0.966,0,90,0
75.101,17.1,6.2,0.999,0,90,0
75.151,17.2,5.3,1.021,0,90,0
75.201,16.9,-3,0.792,0,90,0
75.251,15.5,-14.9,1.266,0,90,0
75.301,14.7,-20.2,1.098,0,90,0
75.351,14.3,-17.1,0.867,0,90,0
75.401,12.2,-22.9,1.095,0,90,0
75.451,12.2,-12,1.044,0,90,0
75.501,12.3,-10.2,0.956,0,90,0
75.551,12.1,-6.2,0.947,0,90,0
75.601,12.2,-5.3,0.978,0,90,0
75.651,12.1,-21.1,0.939,0,90,0
75.701,11.5,-17.9,0.959,0,90,0
75.751,10.8,-22.7,0.976,0,90,0
75.801,11.5,22.2,0.945,0,90,0
75.851,11.5,-3.6,0.975,0,90,0
75.901,11.1,-10.6,1.062,0,90,0
75.951,11.3,-1.3,0.97,0,90,0
76.001,12.4,21.4,0.989,0,90,0
76.051,12.7,10.7,0.976,0,90,0
76.101,14.6,28,0.908,0,90,0
76.151,14.2,1.3,0.956,0,90,0
76.201,13.7,-17.4,0.983,0,90,0
76.251,13.3,-7.3,0.988,0,90,0
76.301,12.6,-13.7,0.985,0,90,0
76.351,13.1,2.8,0.972,0,90,0
76.401,12.5,-12.6,0.985,0,90,0
76.451,12.5,-3.2,1.392,0,90,0
76.501,11.8,-8.7,1.878,0,90,0
76.551,11,-22.4,1.008,0,90,0
76.601,11.9,-6.8,0.979,0,90,0
76.651,12.4,9.2,0.94,0,90,0
76.701,12.8,7.8,0.955,0,90,0
76.751,11.7,-24.3,1.057,0,90,0
76.801,11.6,-5.7,0.899,0,90,0
76.851,12.2,10.2,1.014,0,90,0
76.901,14.5,36.2,1.204,0,90,0
76.951,14.8,15.8,1.104,0,90,0
77.001,15.7,28.4,0.985,0,90,0
77.051,15.4,17.5,1.021,0,90,0
77.101,14.7,-7.6,1.142,0,90,0
77.151,14.9,8.4,0.804,0,90,0
77.201,15.8,22.1,0.968,0,90,0
77.251,16,11.3,0.99,0,90,0
77.301,14.9,-13.2,0.988,0,90,0
77.351,15.1,3.8,1.003,0,90,0
77.401,15.2,3.2,0.995,0,90,0
77.451,14.2,7.9,0.998,0,90,0
77.501,12.9,-30.7,0.985,0,90,0
77.551,12.3,-18.6,0.988,0,90,0
77.601,11.9,-23.2,0.991,0,90,0
77.651,12.1,-4.7,0.99,0,90,0
77.701,12.4,-13.2,0.994,0,90,0
77.751,13.1,11.3,0.981,0,90,0
77.801,13.2,2.1,0.994,0,90,0
77.851,12.5,-3.7,0.986,0,90,0
77.901,12.5,-3.2,0.991,0,90,0
77.951,13.1,12.3,1.176,0,90,0
78.001,14.9,31.4,1.09,0,90,0
78.051,14.4,-3.3,0.832,0,90,0
78.101,14.4,4.7,1.041,0,90,0
78.151,13.8,-3,0.996,0,90,0
78.201,13,-17.5,0.979,0,90,0
78.251,13.3,-9.7,0.968,0,90,0
78.301,13,-8.2,1.28,0,90,0
78.351,12.8,-7,0.9,0,90,0
78.401,12.1,-2.8,1.123,0,90,0
78.451,11.5,-17.4,0.979,0,90,0
78.501,11.8,0.2,0.975,0,90,0
78.551,11.9,1.3,0.711,0,90,0
78.601,11.7,-6.4,1.025,0,90,0
78.651,10.2,-35.4,0.967,0,90,0
78.701,12.3,29.9,0.977,0,90,0
78.751,12,-4.6,0.981,0,90,0
78.801,11.6,-3.3,0.97,0,90,0
78.851,12.3,12.2,0.969,0,90,0
78.901,12,-4.6,0.967,0,90,0
78.951,12,4.1,0.981,0,90,0
79.001,12.8,18.5,1.022,0,90,0
79.051,11.6,-21.8,0.946,0,90,0
79.101,11,-19.1,0.976,0,90,0
79.151,12.2,21.3,0.969,0,90,0
79.201,13,18.1,0.949,0,90,0
79.251,11.5,-12.4,0.894,0,90,0
79.301,11.1,-10.6,1.05,0,90,0
79.351,10.8,1,0.971,0,90,0
79.401,10.3,-14.2,0.965,0,90,0
79.451,11.8,25.5,0.977,0,90,0
79.501,11.3,-18,0.972,0,90,0
79.551,9.9,-30.3,0.833,0,90,0
79.601,11.8,34.3,0.917,0,90,0
79.651,13.3,18.4,0.879,0,90,0
79.701,14.4,30.6,0.867,0,90,0
79.751,16.9,33.7,1.882,0,90,0
79.801,15.7,-8.8,1.138,0,90,0
79.851,16.3,22.5,0.978,0,90,0
79.901,15.1,-29.9,0.971,0,90,0
79.951,16.2,27.1,0.984,0,90,0
80.001,15.6,-7,1.009,0,90,0
80.051,14.9,-5,0.993,0,90,0
80.101,15.4,10.7,0.994,0,90,0
80.151,15.8,9.1,0.991,0,90,0
80.201,16.5,14.1,0.995,0,90,0
80.251,15.4,-18,0.99,0,90,0
80.301,15.8,7.2,0.994,0,90,0
80.351,14.9,-16.4,0.988,0,90,0
80.401,15.1,1.1,0.989,0,90,0
80.451,15.8,7.2,0.991,0,90,0
80.501,16,6.1,1.294,0,90,0
80.551,16.5,12.7,1.089,0,90,0
80.601,16.1,-4.7,1.01,0,90,0
80.651,15.5,-11.5,1.242,0,90,0
80.701,14.8,-17.3,0.944,0,90,0
80.751,14.2,-32,0.574,0,90,0
80.801,13.6,-19.7,1.013,0,90,0
80.851,14.2,-11.2,0.973,0,90,0
80.901,13.5,-17,0.977,0,90,0
80.951,13.1,-14.5,0.86,0,90,0
81.001,14.2,9.8,0.695,0,90,0
81.051,13.2,-21.7,1.036,0,90,0
81.101,12.2,-25.9,0.969,0,90,0
81.151,13.3,7.9,0.688,0,90,0
81.201,12.3,-23.3,0.957,0,90,0
81.251,12.3,-4.8,0.979,0,90,0
81.301,12.9,2.9,0.977,0,90,0
81.351,12.1,-20,0.7,0,90,0
81.401,11.8,-17.8,1.021,0,90,0
81.451,10.6,-30.2,0.961,0,90,0
81.501,10.5,-10.6,0.991,0,90,0
81.551,10.3,-16.3,0.985,0,90,0
81.601,9.3,-28.9,0.983,0,90,0
81.651,9.3,-9.5,0.818,0,90,0
81.701,11.7,18.6,1,0,90,0
81.751,13.7,45.8,0.977,0,90,0
81.801,13.6,8.9,0.743,0,90,0
81.851,16.8,54.5,0.855,0,90,0
81.901,16,1.3,1.243,0,90,0
81.951,15.6,7.3,1.154,0,90,0
82.001,16.3,21.2,1.01,0,90,0
82.051,17,25.5,0.97,0,90,0
82.101,16,-9.3,0.975,0,90,0
82.151,16.1,7.1,0.989,0,90,0
82.201,16.6,13.5,0.991,0,90,0
82.251,16.1,-4.1,0.99,0,90,0
82.301,15.2,-18.5,1,0,90,0
82.351,15.2,-0.7,0.991,0,90,0
82.401,15.8,-2.8,1,0,90,0
82.451,16,5.1,0.979,0,90,0
82.501,14.8,-26.3,1.002,0,90,0
82.551,14.7,-7.3,0.995,0,90,0
82.601,13.9,-21.2,1.008,0,90,0
82.651,14.9,12.4,0.993,0,90,0
82.701,13,-42,0.99,0,90,0
82.751,12.8,-13.2,0.995,0,90,0
82.801,12.7,-0.9,0.988,0,90,0
82.851,14,21.7,0.986,0,90,0
82.901,14.9,18,0.994,0,90,0
82.951,14.4,-7.2,0.992,0,90,0
83.001,15.1,16.4,0.991,0,90,0
83.051,13.2,-2.8,0.994,0,90,0
83.101,13.3,-2.4,0.99,0,90,0
83.151,14.7,28,0.997,0,90,0
83.201,14.3,2.2,0.991,0,90,0
83.251,14,-5.6,0.969,0,90,0
83.301,14.8,17.7,0.966,0,90,0
83.351,15.2,24.8,0.961,0,90,0
83.401,16,21.1,0.991,0,90,0
83.451,16.3,17.5,0.987,0,90,0
83.501,16,-0.1,0.994,0,90,0
83.551,15.4,-7.6,0.995,0,90,0
83.601,16.2,6.1,0.983,0,90,0
83.651,14.5,-32.3,0.997,0,90,0
83.701,15.9,25,0.986,0,90,0
83.751,16.6,3.1,0.985,0,90,0
83.801,16.2,-4.9,0.985,0,90,0
83.851,17.3,25.9,0.992,0,90,0
83.901,15.1,-19.6,0.988,0,90,0
83.951,16.2,20.9,0.99,0,90,0
84.001,15.3,-1.8,0.993,0,90,0
