time_s,pos_mm,vel_mms,accel_g,u_cmd_N,servo_deg,sky_on
72.640,16.4,19.2,0.95,-0.086,87,1
72.720,19.6,15.7,0.845,-0.071,88,1
72.800,20.6,-0.6,0.997,0.003,90,1
72.880,21.5,10,0.964,-0.045,89,1
72.960,19.6,-20.5,0.931,0.092,93,1
73.040,18.5,-34.3,1.022,0.154,95,1
73.120,16.6,-33.4,0.975,0.15,94,1
73.200,15.9,-17.8,0.97,0.08,92,1
73.280,16.4,-7.6,0.891,0.034,91,1
73.360,17.8,6.1,0.969,-0.028,89,1
73.440,18,-4.2,0.83,0.019,91,1
73.520,20,22.5,1.035,-0.101,87,1
73.600,21.7,30.1,1.079,-0.136,86,1
73.680,20.5,4.9,1.016,-0.022,89,1
73.760,20.3,-5.1,1.208,0.023,91,1
73.840,17.4,-37.8,0.891,0.17,95,1
73.920,15.4,-44.6,1.022,0.201,96,1
74.000,13.8,-23.6,1.01,0.106,93,1
74.080,14.6,-12.9,0.975,0.058,92,1
74.160,14.9,-11.6,0.984,0.052,92,1
74.240,13.6,-30.9,0.931,0.139,94,1
74.320,12.7,-33.2,0.941,0.149,94,1
74.400,15.3,30.4,0.92,-0.137,86,1
74.480,17.3,20.8,0.885,-0.094,87,1
74.560,19.8,42.8,1,-0.193,84,1
74.640,19.9,19.3,0.985,-0.087,87,1
74.720,21.8,42.8,0.965,-0.193,84,1
74.800,21.3,-5.4,0.906,0.024,91,1
74.880,19.2,-8.1,0.873,0.036,91,1
74.960,19.8,-1.7,1.122,0.008,90,1
75.040,17.6,-19.2,0.977,0.087,93,1
75.120,16.7,-31.1,0.947,0.14,94,1
75.200,14.7,-37.5,0.998,0.169,95,1
75.280,14.3,-13.2,0.982,0.059,92,1
75.360,15,5.5,0.994,-0.025,89,1
75.440,15.7,13.7,0.968,-0.062,88,1
75.520,17.3,-2.1,0.795,0.009,90,1
75.600,18.1,10.1,0.995,-0.045,89,1
75.680,20.7,23,0.799,-0.104,87,1
75.760,21.9,21.9,0.962,-0.099,87,1
75.840,21.9,26.7,0.97,-0.12,86,1
75.920,19.9,-12.6,1.112,0.057,92,1
76.000,20.4,-15.8,1.24,0.071,92,1
76.080,19.8,-5.1,0.899,0.023,91,1
76.160,17.3,-29.2,0.625,0.131,94,1
76.240,16.1,-11.3,1.011,0.051,91,1
76.320,17.2,5.7,0.902,-0.026,89,1
76.400,20,49.1,0.975,-0.221,84,1
76.480,21.2,23.9,1.04,-0.107,87,1
76.560,21.3,10.9,0.994,-0.049,89,1
76.640,22.1,22.8,0.941,-0.103,87,1
76.720,21.7,-14.6,1.002,0.066,92,1
76.800,21.5,2.2,0.975,-0.01,90,1
76.880,19.6,-26.2,0.986,0.118,93,1
76.960,21.1,4.3,0.991,-0.02,89,1
77.040,21.4,11.8,0.993,-0.053,88,1
77.120,22.1,17.1,0.987,-0.077,88,1
77.200,22.7,3.7,0.995,-0.017,90,1
77.280,20.8,-16.4,0.99,0.074,92,1
77.360,19.8,-10.7,0.997,0.048,91,1
77.440,20.2,-11.1,0.987,0.05,91,1
77.520,19.5,-25.3,0.986,0.114,93,1
77.600,20.8,6.1,0.986,-0.027,89,1
77.680,21.7,10.8,0.994,-0.049,89,1
77.760,22.8,22.8,0.985,-0.103,87,1
77.840,23.2,28.5,0.991,-0.128,86,1
77.920,21.3,-10.2,1,0.046,91,1
78.000,21.6,16.3,0.98,-0.073,88,1
78.080,22.9,29,0.987,-0.131,86,1
78.160,22.3,-5.7,0.983,0.026,91,1
78.240,21.4,-11.6,0.992,0.052,92,1
78.320,20.7,-17,0.982,0.077,92,1
78.400,21.4,17.7,0.983,-0.08,88,1
78.480,21.1,-17.2,0.986,0.077,92,1
78.560,22.1,5.6,0.987,-0.025,89,1
78.640,21.1,-8.7,0.984,0.039,91,1
78.720,21.7,-2.2,0.991,0.01,90,1
78.800,21.2,-9.1,0.992,0.041,91,1
78.880,21.7,7.3,0.997,-0.033,89,1
78.960,21.2,-8.6,0.992,0.039,91,1
79.040,21.2,9.9,0.989,-0.045,89,1
79.120,21.4,9.4,1.02,-0.042,89,1
79.200,22,6.8,1.004,-0.031,89,1
79.280,22.7,21,0.981,-0.095,87,1
79.360,21.8,5.8,0.994,-0.026,89,1
79.440,22.2,4.2,1,-0.019,89,1
79.520,21.6,-12,0.99,0.054,92,1
79.600,21.7,-3.4,0.985,0.015,90,1
79.680,21.4,-11.1,0.996,0.05,91,1
79.760,21.6,-2.8,0.989,0.012,90,1
79.840,21.5,-2,0.986,0.009,90,1
79.920,22.1,-4.8,0.981,0.022,91,1
80.000,21.6,-12.1,0.998,0.054,92,1
80.080,20.9,-27.1,0.996,0.122,94,1
